Sale_ID, Date, Total_Price, Quantity_of_Items, Buyer, Seller
1,10/11/2022,32.58,3,Jen-Jen,Alan
1,10/12/2022,21.67,2,Jen-Jen,Stephen
2,10/12/2022,43.95,3,Alan,David
3,10/12/2022,27.29,2,Dave,Stephen
4,10/12/2022,5.34,1,Gregg,Dave
5,10/12/2022,11.04,1,Noah,Stephen
6,10/12/2022,49.34,4,Noah,David
1,10/13/2022,16.14,1,Bob,James
2,10/13/2022,32.95,3,Bob,Bob
3,10/13/2022,27.34,2,Michael,Gregg
4,10/13/2022,54.72,4,Jen,Joe-Joe
1,10/14/2022,22.13,2,Vincent,Alan
1,10/15/2022,10.76,1,James,Jen-Jen
1,10/16/2022,48.8,4,Vinny,Davey
1,10/17/2022,22.46,2,Davey,Jim
2,10/17/2022,16.62,2,Noah,David
1,10/18/2022,38.58,5,James,Greg
1,10/19/2022,55.54,5,Dave-Dog,Vincent
1,10/20/2022,44.68,4,Stephen,Joe-Joe
1,10/21/2022,48.93,5,Alan,Jim-Plank
2,10/21/2022,38.74,3,Vinny,Bob
3,10/21/2022,10.96,1,Jen-Jen,David
4,10/21/2022,43.64,5,Alan,David
5,10/21/2022,43.74,4,Jim-Plank,Bob
1,10/22/2022,16.23,1,Jon,Davey
2,10/22/2022,39.69,5,Alan,Jon-Jon
1,10/23/2022,22.5,3,Michael,Vincent
1,10/24/2022,43.76,4,Alan,Jim-Plank
2,10/24/2022,16.55,2,Joseph,Bob
3,10/24/2022,44.39,4,Michael,Joseph
4,10/24/2022,16.39,3,Michael,Jen
1,10/25/2022,27.07,4,Jon,Jon-Jon
2,10/25/2022,71.16,5,Vinny,Jim
1,10/26/2022,43.44,4,Davey,Jen
1,10/27/2022,27.56,2,Dave,Gregg
2,10/27/2022,38.1,3,Jen-Jen,Gregg
3,10/27/2022,16.22,2,Gregg,James
4,10/27/2022,71.45,5,Joseph,Alan
1,10/28/2022,59.46,5,Greg,Jim
2,10/28/2022,28.04,2,Bob,Jen-Jen
3,10/28/2022,16.96,2,Joe,Jen-Jen
4,10/28/2022,66.26,5,Davey,Vincent
1,10/29/2022,27.6,3,Dave,Noah
2,10/29/2022,53.93,4,Dave-Dog,James
3,10/29/2022,48.91,5,Bob,James
4,10/29/2022,76.12,5,Michael,Jon-Jon
1,10/30/2022,54.45,4,Jim-Plank,David
2,10/30/2022,21.85,2,Dave,Joe
3,10/30/2022,10.86,1,Gregg,Greg
1,10/31/2022,44.27,3,James,Jen
1,11/1/2022,5.41,1,Joe,Vincent
2,11/1/2022,22.19,2,Joseph,Jim
3,11/1/2022,44.65,4,Dave,James
4,11/1/2022,10.68,1,Alan,Jon
1,11/2/2022,59.66,5,Joe-Joe,Gregg
2,11/2/2022,67.33,5,Joseph,Stephen
3,11/2/2022,32.71,4,Jim,Dave
4,11/2/2022,49.05,5,Jon,James
5,11/2/2022,38.4,4,Jim,Alan
6,11/2/2022,16.17,1,Vincent,Bob
7,11/2/2022,27.54,3,Jon-Jon,Bob
1,11/3/2022,72.04,5,Michael,Joe
2,11/3/2022,60.48,5,Dave,Davey
1,11/4/2022,49.63,5,Stephen,Joe-Joe
2,11/4/2022,16.17,1,Bob,Jim-Plank
3,11/4/2022,32.91,3,Bob,Dave
1,11/5/2022,16.5,1,Gregg,Vinny
1,11/6/2022,26.6,3,Dave-Dog,Alan
1,11/7/2022,39.05,4,David,Jim
1,11/8/2022,32.79,4,Noah,Stephen
2,11/8/2022,48.62,4,Michael,Gregg
1,11/9/2022,54.85,5,Jon-Jon,Alan
1,11/10/2022,26.98,3,Davey,Jim-Plank
2,11/10/2022,33.05,5,Vinny,Joseph
1,11/11/2022,5.64,1,Greg,Jen
2,11/11/2022,16.45,2,Davey,Alan
1,11/12/2022,48.96,3,Jen-Jen,Vinny
2,11/12/2022,5.58,1,Jon-Jon,Jen-Jen
1,11/13/2022,33.33,4,Joe-Joe,Dave
1,11/14/2022,59.77,5,Alan,Joseph
1,11/15/2022,43.37,5,Vinny,Vinny
1,11/16/2022,44.9,3,Joe,Michael
1,11/17/2022,66.3,5,Jim-Plank,Vincent
1,11/18/2022,39.08,3,Greg,Noah
1,11/19/2022,21.7,2,Jim-Plank,Dave-Dog
2,11/19/2022,5.58,1,Vincent,Jen-Jen
1,11/20/2022,22.04,3,Joe-Joe,Joe-Joe
2,11/20/2022,27.86,2,Greg,Joseph
1,11/21/2022,10.72,1,Vincent,Davey
2,11/21/2022,28.2,4,Jen,Jim
1,11/22/2022,55.22,4,Joe-Joe,Joe
2,11/22/2022,27.05,1,admin,Unknown
